电影名称,下载链接
　爆炸新闻/公正与平衡/性感炸弹/爆炸性丑闻(港)/重磅炸弹/重磅腥闻(台) ,magnet:?xt=urn:btih:712f91bcde419819707841481b4d2b7c93ab9e31&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%88%86%e7%82%b8%e6%96%b0%e9%97%bb.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　对不起，我们错过了你 / 对不起，错过你(港) / 抱歉我们错过你了(台) ,magnet:?xt=urn:btih:88c9966b31fd40e0ca19bd18c59ca5e2ce4a8d70&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%af%b9%e4%b8%8d%e8%b5%b7%ef%bc%8c%e6%88%91%e4%bb%ac%e9%94%99%e8%bf%87%e4%ba%86%e4%bd%a0.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　印度有嘻哈/�哩咕�｀�(港)/地球村印度/沟壑男孩/街头有嘻哈(台)/街头男孩/街道男孩 ,magnet:?xt=urn:btih:44cc4d3aea5f18d3e9b5a25663d7914a77642d09&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%8d%b0%e5%ba%a6%e6%9c%89%e5%98%bb%e5%93%88.BD.1080p.%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　黑水/演习/空转/追击黑水真相(港)/黑暗水域/黑水风暴(台) ,magnet:?xt=urn:btih:990a8c1c75a32380e2c69c6e93e8a10097ec164f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%bb%91%e6%b0%b4.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　White Snake ,magnet:?xt=urn:btih:670d7baf6c5e2c2da01cf0eceb87fb79e31cf2fb&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%99%bd%e8%9b%87%ef%bc%9a%e7%bc%98%e8%b5%b7.BD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　基督圣体/另类神父代理人(台) ,magnet:?xt=urn:btih:c14a6ef771d76f8e2eb0cdf6eea1cfb8bdf81699&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%9f%ba%e7%9d%a3%e5%9c%a3%e4%bd%93.BD.1080p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　盗梦特攻队/盗画梦惊魂(港) ,magnet:?xt=urn:btih:edb5ded68f5eaf39e9295787911d77afece32089&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%9b%97%e6%a2%a6%e7%89%b9%e6%94%bb%e9%98%9f.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　The Crossing / 佩佩 / 分隔线 ,magnet:?xt=urn:btih:ea19d05149c8b78b17b38944f4fabb05775d5e35&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%bf%87%e6%98%a5%e5%a4%a9.HD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mp4&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　绿皮书/幸福绿皮书(台)/绿书/绿簿旅友(港) ,magnet:?xt=urn:btih:1e8a94a5feeeba748dd12c255651c65c48e61010&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%bb%bf%e7%9a%ae%e4%b9%a6.BD.720p.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　摇摆狂潮/劲舞Dancing癫(港)/摇摆男孩(台)/陆基秀 ,magnet:?xt=urn:btih:2f228c1f3d94bcd5a1c58dfd88ffe8b01035ec33&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%91%87%e6%91%86%e7%8b%82%e6%bd%ae.BD.720p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
"　So Long, My Son ",magnet:?xt=urn:btih:b8b330b5047d37d1387033f7c41e29ddda4f8aca&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%9c%b0%e4%b9%85%e5%a4%a9%e9%95%bf.HD.720p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　孟买酒店/失控危城(台) ,magnet:?xt=urn:btih:8364ab92dd663752a1ec5d26d94de8678bb6d9ef&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%ad%9f%e4%b9%b0%e9%85%92%e5%ba%97.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　女大法官金斯伯格/RBG：不恐龙大法官(台)/挑机法官RBG(港)/鲁斯&middot;巴德&middot;金斯伯格 ,magnet:?xt=urn:btih:150914f948e4e55b54ec611fadd0a9ea6c3840ce&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a5%b3%e5%a4%a7%e6%b3%95%e5%ae%98%e9%87%91%e6%96%af%e4%bc%af%e6%a0%bc.BD.720p.%e8%8b%b1%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　五尺天涯 / 五英尺的距离 / 我的五步男朋友(港) / 爱上触不到的你(台) / 相隔五英尺 ,magnet:?xt=urn:btih:729aa8f811a0cb02973b6f9d6dfc7277edd413a1&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%ba%94%e5%b0%ba%e5%a4%a9%e6%b6%af.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　恐怖分子的孩子/恶魔的育成(港)/父子之间 ,magnet:?xt=urn:btih:8db195132f9fedae79b3b5dda24855a2473f3aed&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%81%90%e6%80%96%e5%88%86%e5%ad%90%e7%9a%84%e5%ad%a9%e5%ad%90.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fcarapax.net%3a6969%2fannounce
　An Elephant Sitting Still ,magnet:?xt=urn:btih:068a68af54e61b8a44c47b2a0170bcf668d1d1e3&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a4%a7%e8%b1%a1%e5%b8%ad%e5%9c%b0%e8%80%8c%e5%9d%90.BD.720p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fcarapax.net%3a6969%2fannounce
　宾果：晨光之王 ,magnet:?xt=urn:btih:7d4e6aa0be5a82af6bc96a065de469c6c7b4c8a2&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%ae%be%e6%9e%9c%ef%bc%9a%e6%99%a8%e5%85%89%e4%b9%8b%e7%8e%8b.BD.720p.%e4%b8%ad%e6%96%87%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fcarapax.net%3a6969%2fannounce
　寄生虫/上流寄生族(港)/寄生上流(台) ,magnet:?xt=urn:btih:a76584835b26807c1f2ff946dd3dda50846809af&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%af%84%e7%94%9f%e8%99%ab.BD.720p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　驯龙高手3/驯龙记3(港)/驯龙高手3：隐秘的世界 ,magnet:?xt=urn:btih:53bdde57b4beeb585e2a9178f2b3162e9b994b72&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%a9%af%e9%be%99%e9%ab%98%e6%89%8b3.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　Cloud in the Wind/Hell Lover/The Shadow Play ,magnet:?xt=urn:btih:04e060b0a9d0b2eb688c3e8a2b5ba13e3ec73248&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%a3%8e%e4%b8%ad%e6%9c%89%e6%9c%b5%e9%9b%a8%e5%81%9a%e7%9a%84%e4%ba%91.HD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mp4&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　网络谜踪/人肉搜寻(港)/人肉搜索(台)/屏幕搜索/搜索 ,magnet:?xt=urn:btih:0a5b25431f8044e62b685559f89d0cd0b5aae1e8&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%bd%91%e7%bb%9c%e8%b0%9c%e8%b8%aa.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　教授与疯子/牛津解密(台),"magnet:?xt=urn:btih:f5764371227a2dc411c86b26a50391f9ed762e9b&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%95%99%e6%8e%88%e4%b8%8e%e7%96%af%e5%ad%90.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce"" target=""_blank"
　The Wandering Earth ,magnet:?xt=urn:btih:5c0efb23973c4a0b9ef2fbe6f22d50d4a5bef54f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b5%81%e6%b5%aa%e5%9c%b0%e7%90%83.HD.1080p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mp4&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　调音师 / 盲调 / 看不见的旋律 / 调琴师 ,magnet:?xt=urn:btih:68bd99532f8676afbf1902ce0c623c815446f394&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%b0%83%e9%9f%b3%e5%b8%88.BD.720p.%e5%9b%bd%e5%8d%b0%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　阿波罗11号 / 阿波罗登月 ,magnet:?xt=urn:btih:5fc19683a78e91cee5586ad5fb7f91714752f611&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%98%bf%e6%b3%a2%e7%bd%9711%e5%8f%b7.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　候鸟/毒枭大时代(港)/毒枭幻影(台) ,magnet:?xt=urn:btih:67bfdf8fb4c369ef143d3a8401149624ee65f787&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%80%99%e9%b8%9f.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　惊奇队长/Marvel队长(港)/惊奇女士/漫威队长 ,magnet:?xt=urn:btih:61f16454c0116ab264cc578d1c23143f8af75050&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%83%8a%e5%a5%87%e9%98%9f%e9%95%bf.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　朽木 / 化外国度电影版(台) / 无法无天大电影(港) ,magnet:?xt=urn:btih:51fcb7549ad661c5b69b095d85dd25c5cf91d723&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%9c%bd%e6%9c%a8%e7%94%b5%e5%bd%b1%e7%89%88.BD.720p.%e8%8b%b1%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　阿丽塔：战斗天使/艾莉塔：战斗天使(台)/铳梦/铳梦：战斗天使(港) ,magnet:?xt=urn:btih:7b04599e6cc1731ab05689a2c6d037a2cfde1c4f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%98%bf%e4%b8%bd%e5%a1%94%ef%bc%9a%e6%88%98%e6%96%97%e5%a4%a9%e4%bd%bf.BD.720p.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fcarapax.net%3a6969%2fannounce
　火箭人/摇滚太空人(港)/火箭客 ,magnet:?xt=urn:btih:396b028fde6932878ebdd4accd4d15863001c929&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%81%ab%e7%ae%ad%e4%ba%ba.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　疾速备战/捍卫任务3：全面开战(台)/杀神John Wick 3(港)/极速追杀：第三章/疾速追杀3/疾速逃亡/约翰&middot;威克3 ,magnet:?xt=urn:btih:0c95dcfc0173f4f99185c17364dc510884e2afa8&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%96%be%e9%80%9f%e5%a4%87%e6%88%98.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　复仇者联盟4：终局之战/复仇者联盟3：无尽之战(下)/复联4 ,magnet:?xt=urn:btih:7c5d69af8de99e4e43b5d0cc553da0f57977ee0f&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a4%8d%e4%bb%87%e8%80%85%e8%81%94%e7%9b%9f4%ef%bc%9a%e7%bb%88%e5%b1%80%e4%b9%8b%e6%88%98.BD.720p.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　玩具总动员4 / 反斗奇兵4(港) ,magnet:?xt=urn:btih:f99c166d20d313d7229b332be5eb40eedd2c1fbd&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%8e%a9%e5%85%b7%e6%80%bb%e5%8a%a8%e5%91%984.HD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　蜘蛛侠：英雄远征/新蜘蛛侠2/蜘蛛侠2：英雄离乡/蜘蛛侠2：远离家乡/蜘蛛侠：决战千里(港)/蜘蛛侠：归来2/蜘蛛侠：离家日(台)/蜘蛛侠：英雄归来2/蜘蛛侠：远离故乡 ,magnet:?xt=urn:btih:5f3fde14a54e5fbb205fdad5e825c8d95e54eb05&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%9c%98%e8%9b%9b%e4%be%a0%ef%bc%9a%e8%8b%b1%e9%9b%84%e8%bf%9c%e5%be%81.BD.1080p.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&amp;tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
　气球/奇迹热气球(台) ,magnet:?xt=urn:btih:a24ba088dc84556916fb9c6ff57d3a89c1fffc89&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a5%87%e8%bf%b9%e7%83%ad%e6%b0%94%e7%90%83.BD.720p.%e5%be%b7%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　无主之作 ,magnet:?xt=urn:btih:bdc2a2766d1d5c675addf37b480ff24d4d5bfc9c&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%97%a0%e4%b8%bb%e4%b9%8b%e4%bd%9c.BD.720p.%e5%be%b7%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　小偷家族 ,magnet:?xt=urn:btih:350388f86175c3e8ad7b4f514ae9ed6e985b088a&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%b0%8f%e5%81%b7%e5%ae%b6%e6%97%8f.BD.720p.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　蜘蛛侠：平行宇宙/蜘蛛人：新宇宙(台)/蜘蛛侠：平行世界/蜘蛛侠：新纪元/蜘蛛侠：跳入蜘蛛宇宙(港) ,magnet:?xt=urn:btih:2f854b5a619f023ab9309c3d6acfc20cebd6b04c&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%9c%98%e8%9b%9b%e4%be%a0%ef%bc%9a%e5%b9%b3%e8%a1%8c%e5%ae%87%e5%ae%99.BD.720p.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　White Snake ,magnet:?xt=urn:btih:eab53f1ef39aadba6bc0e66383bf7acf726a60a6&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%99%bd%e8%9b%87%ef%bc%9a%e7%bc%98%e8%b5%b7.HD.720p.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　迦百农/我想有个家(台)/星仔打官司(港) ,magnet:?xt=urn:btih:c2d24b4d422b00ee44936149448917a8ea6c7d76&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%bf%a6%e7%99%be%e5%86%9c.BD.720p.%e4%b8%ad%e6%96%87%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　徒手攀岩 ,magnet:?xt=urn:btih:40da580323620e05fb7967e045cf193d5a5b821d&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%be%92%e6%89%8b%e6%94%80%e5%b2%a9.BD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
　绿皮书/幸福绿皮书(台)/绿书/绿簿旅友(港) ,magnet:?xt=urn:btih:8b8e5f0177df8daa48c6ef720523fe52011bd214&amp;dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%20%e7%bb%bf%e7%b0%bf%e6%97%85%e5%8f%8b.HD.720p.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97%e5%b9%95.mkv&amp;tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&amp;tr=udp%3a%2f%2fthetracker.org%3a80%2fannounce&amp;tr=http%3a%2f%2fretracker.telecom.by%2fannounce
